% Column 0: Length, m
% Column 1: |V|, Volts
% Column 2: Re[V], Volts
% Column 3: Im[V], Volts
0.00000000e+000	4.99713412e-002	4.99713412e-002	0.00000000e+000	
3.27551701e-006	4.99712666e-002	4.99712666e-002	0.00000000e+000	
6.55103402e-006	4.99711920e-002	4.99711920e-002	0.00000000e+000	
9.82655103e-006	4.99711174e-002	4.99711174e-002	0.00000000e+000	
1.31020680e-005	4.99710428e-002	4.99710428e-002	0.00000000e+000	
1.63775851e-005	4.99709682e-002	4.99709682e-002	0.00000000e+000	
1.96531021e-005	4.99708936e-002	4.99708936e-002	0.00000000e+000	
2.29286191e-005	4.99708190e-002	4.99708190e-002	0.00000000e+000	
2.62041361e-005	4.99707444e-002	4.99707444e-002	0.00000000e+000	
2.94796531e-005	4.99706698e-002	4.99706698e-002	0.00000000e+000	
3.27551701e-005	4.99705952e-002	4.99705952e-002	0.00000000e+000	
3.60306871e-005	4.99705206e-002	4.99705206e-002	0.00000000e+000	
3.93062041e-005	4.99704459e-002	4.99704459e-002	0.00000000e+000	
4.25817211e-005	4.99703713e-002	4.99703713e-002	0.00000000e+000	
4.58572382e-005	4.99702967e-002	4.99702967e-002	0.00000000e+000	
4.91327552e-005	4.99702221e-002	4.99702221e-002	0.00000000e+000	
5.24082722e-005	4.99701329e-002	4.99701329e-002	0.00000000e+000	
5.56837892e-005	4.99697601e-002	4.99697601e-002	0.00000000e+000	
5.89593062e-005	4.99693873e-002	4.99693873e-002	0.00000000e+000	
6.22348232e-005	4.99690144e-002	4.99690144e-002	0.00000000e+000	
6.55103402e-005	4.99686416e-002	4.99686416e-002	0.00000000e+000	
6.87858572e-005	4.99682688e-002	4.99682688e-002	0.00000000e+000	
7.20613742e-005	4.99678959e-002	4.99678959e-002	0.00000000e+000	
7.53368913e-005	4.99675231e-002	4.99675231e-002	0.00000000e+000	
7.86124083e-005	4.99671502e-002	4.99671502e-002	0.00000000e+000	
8.18879253e-005	4.99667774e-002	4.99667774e-002	0.00000000e+000	
8.51634423e-005	4.99664046e-002	4.99664046e-002	0.00000000e+000	
8.84389593e-005	4.99660317e-002	4.99660317e-002	0.00000000e+000	
9.17144763e-005	4.99656589e-002	4.99656589e-002	0.00000000e+000	
9.49899933e-005	4.99652861e-002	4.99652861e-002	0.00000000e+000	
9.82655103e-005	4.99649132e-002	4.99649132e-002	0.00000000e+000	
1.01541027e-004	4.99645404e-002	4.99645404e-002	0.00000000e+000	
1.04816544e-004	4.99641676e-002	4.99641676e-002	0.00000000e+000	
1.08092061e-004	4.99637947e-002	4.99637947e-002	0.00000000e+000	
1.11367578e-004	4.99634295e-002	4.99634295e-002	0.00000000e+000	
1.14643095e-004	4.99633507e-002	4.99633507e-002	0.00000000e+000	
1.17918612e-004	4.99632720e-002	4.99632720e-002	0.00000000e+000	
1.21194129e-004	4.99631932e-002	4.99631932e-002	0.00000000e+000	
1.24469646e-004	4.99631145e-002	4.99631145e-002	0.00000000e+000	
1.27745163e-004	4.99630357e-002	4.99630357e-002	0.00000000e+000	
1.31020680e-004	4.99629570e-002	4.99629570e-002	0.00000000e+000	
1.34296197e-004	4.99628782e-002	4.99628782e-002	0.00000000e+000	
1.37571714e-004	4.99627995e-002	4.99627995e-002	0.00000000e+000	
1.40847231e-004	4.99627207e-002	4.99627207e-002	0.00000000e+000	
1.44122748e-004	4.99626420e-002	4.99626420e-002	0.00000000e+000	
1.47398266e-004	4.99625632e-002	4.99625632e-002	0.00000000e+000	
1.50673783e-004	4.99624845e-002	4.99624845e-002	0.00000000e+000	
1.53949300e-004	4.99624058e-002	4.99624058e-002	0.00000000e+000	
1.57224817e-004	4.99623270e-002	4.99623270e-002	0.00000000e+000	
1.60500334e-004	4.99622483e-002	4.99622483e-002	0.00000000e+000	
1.63775851e-004	4.99621695e-002	4.99621695e-002	0.00000000e+000	
1.67051368e-004	4.99620908e-002	4.99620908e-002	0.00000000e+000	
1.70326885e-004	4.99620120e-002	4.99620120e-002	0.00000000e+000	
1.73602402e-004	4.99619333e-002	4.99619333e-002	0.00000000e+000	
1.76877919e-004	4.99618545e-002	4.99618545e-002	0.00000000e+000	
1.80153436e-004	4.99617758e-002	4.99617758e-002	0.00000000e+000	
1.83428953e-004	4.99616970e-002	4.99616970e-002	0.00000000e+000	
1.86704470e-004	4.99616183e-002	4.99616183e-002	0.00000000e+000	
1.89979987e-004	4.99615395e-002	4.99615395e-002	0.00000000e+000	
1.93255504e-004	4.99614608e-002	4.99614608e-002	0.00000000e+000	
1.96531021e-004	4.99613820e-002	4.99613820e-002	0.00000000e+000	
1.99806538e-004	4.99613033e-002	4.99613033e-002	0.00000000e+000	
2.03082055e-004	4.99612359e-002	4.99612359e-002	0.00000000e+000	
2.06357572e-004	4.99612635e-002	4.99612635e-002	0.00000000e+000	
2.09633089e-004	4.99612911e-002	4.99612911e-002	0.00000000e+000	
2.12908606e-004	4.99613187e-002	4.99613187e-002	0.00000000e+000	
2.16184123e-004	4.99613463e-002	4.99613463e-002	0.00000000e+000	
2.19459640e-004	4.99613738e-002	4.99613738e-002	0.00000000e+000	
2.22735157e-004	4.99614014e-002	4.99614014e-002	0.00000000e+000	
2.26010674e-004	4.99614290e-002	4.99614290e-002	0.00000000e+000	
2.29286191e-004	4.99614566e-002	4.99614566e-002	0.00000000e+000	
2.32561708e-004	4.99614842e-002	4.99614842e-002	0.00000000e+000	
2.35837225e-004	4.99615117e-002	4.99615117e-002	0.00000000e+000	
2.39112742e-004	4.99615393e-002	4.99615393e-002	0.00000000e+000	
2.42388259e-004	4.99615669e-002	4.99615669e-002	0.00000000e+000	
2.45663776e-004	4.99615945e-002	4.99615945e-002	0.00000000e+000	
2.48939293e-004	4.99616221e-002	4.99616221e-002	0.00000000e+000	
2.52214810e-004	4.99616497e-002	4.99616497e-002	0.00000000e+000	
2.55490327e-004	4.99616772e-002	4.99616772e-002	0.00000000e+000	
2.58765844e-004	4.99617048e-002	4.99617048e-002	0.00000000e+000	
2.62041361e-004	4.99617324e-002	4.99617324e-002	0.00000000e+000	
2.65316878e-004	4.99617600e-002	4.99617600e-002	0.00000000e+000	
2.68592395e-004	4.99617876e-002	4.99617876e-002	0.00000000e+000	
2.71867912e-004	4.99618152e-002	4.99618152e-002	0.00000000e+000	
2.75143429e-004	4.99618427e-002	4.99618427e-002	0.00000000e+000	
2.78418946e-004	4.99618703e-002	4.99618703e-002	0.00000000e+000	
2.81694463e-004	4.99618979e-002	4.99618979e-002	0.00000000e+000	
2.84969980e-004	4.99619255e-002	4.99619255e-002	0.00000000e+000	
2.88245497e-004	4.99618826e-002	4.99618826e-002	0.00000000e+000	
2.91521014e-004	4.99618192e-002	4.99618192e-002	0.00000000e+000	
2.94796531e-004	4.99617559e-002	4.99617559e-002	0.00000000e+000	
2.98072048e-004	4.99616926e-002	4.99616926e-002	0.00000000e+000	
3.01347565e-004	4.99616292e-002	4.99616292e-002	0.00000000e+000	
3.04623082e-004	4.99615659e-002	4.99615659e-002	0.00000000e+000	
3.07898599e-004	4.99615026e-002	4.99615026e-002	0.00000000e+000	
3.11174116e-004	4.99614392e-002	4.99614392e-002	0.00000000e+000	
3.14449633e-004	4.99613759e-002	4.99613759e-002	0.00000000e+000	
3.17725150e-004	4.99613126e-002	4.99613126e-002	0.00000000e+000	
3.21000667e-004	4.99612492e-002	4.99612492e-002	0.00000000e+000	
3.24276184e-004	4.99611859e-002	4.99611859e-002	0.00000000e+000	
3.27551701e-004	4.99611226e-002	4.99611226e-002	0.00000000e+000	
3.30827218e-004	4.99610592e-002	4.99610592e-002	0.00000000e+000	
3.34102735e-004	4.99609959e-002	4.99609959e-002	0.00000000e+000	
3.37378252e-004	4.99609325e-002	4.99609325e-002	0.00000000e+000	
3.40653769e-004	4.99608692e-002	4.99608692e-002	0.00000000e+000	
3.43929286e-004	4.99608059e-002	4.99608059e-002	0.00000000e+000	
3.47204803e-004	4.99607425e-002	4.99607425e-002	0.00000000e+000	
3.50480320e-004	4.99606792e-002	4.99606792e-002	0.00000000e+000	
3.53755837e-004	4.99606159e-002	4.99606159e-002	0.00000000e+000	
3.57031354e-004	4.99605525e-002	4.99605525e-002	0.00000000e+000	
3.60306871e-004	4.99604892e-002	4.99604892e-002	0.00000000e+000	
3.63582388e-004	4.99604259e-002	4.99604259e-002	0.00000000e+000	
3.66857905e-004	4.99603625e-002	4.99603625e-002	0.00000000e+000	
3.70133422e-004	4.99602992e-002	4.99602992e-002	0.00000000e+000	
3.73408939e-004	4.99602359e-002	4.99602359e-002	0.00000000e+000	
3.76684456e-004	4.99601725e-002	4.99601725e-002	0.00000000e+000	
3.79959973e-004	4.99601092e-002	4.99601092e-002	0.00000000e+000	
3.83235490e-004	4.99600459e-002	4.99600459e-002	0.00000000e+000	
3.86511007e-004	4.99599135e-002	4.99599135e-002	0.00000000e+000	
3.89786524e-004	4.99597655e-002	4.99597655e-002	0.00000000e+000	
3.93062041e-004	4.99596175e-002	4.99596175e-002	0.00000000e+000	
3.96337558e-004	4.99594694e-002	4.99594694e-002	0.00000000e+000	
3.99613075e-004	4.99593214e-002	4.99593214e-002	0.00000000e+000	
4.02888592e-004	4.99591734e-002	4.99591734e-002	0.00000000e+000	
4.06164109e-004	4.99590253e-002	4.99590253e-002	0.00000000e+000	
4.09439626e-004	4.99588773e-002	4.99588773e-002	0.00000000e+000	
4.12715143e-004	4.99587293e-002	4.99587293e-002	0.00000000e+000	
4.15990660e-004	4.99585812e-002	4.99585812e-002	0.00000000e+000	
4.19266177e-004	4.99584332e-002	4.99584332e-002	0.00000000e+000	
4.22541694e-004	4.99582852e-002	4.99582852e-002	0.00000000e+000	
4.25817211e-004	4.99581371e-002	4.99581371e-002	0.00000000e+000	
4.29092728e-004	4.99579891e-002	4.99579891e-002	0.00000000e+000	
4.32368245e-004	4.99578411e-002	4.99578411e-002	0.00000000e+000	
4.35643763e-004	4.99576930e-002	4.99576930e-002	0.00000000e+000	
4.38919280e-004	4.99575450e-002	4.99575450e-002	0.00000000e+000	
4.42194797e-004	4.99573970e-002	4.99573970e-002	0.00000000e+000	
4.45470314e-004	4.99572489e-002	4.99572489e-002	0.00000000e+000	
4.48745831e-004	4.99571009e-002	4.99571009e-002	0.00000000e+000	
4.52021348e-004	4.99569529e-002	4.99569529e-002	0.00000000e+000	
4.55296865e-004	4.99568048e-002	4.99568048e-002	0.00000000e+000	
4.58572382e-004	4.99566568e-002	4.99566568e-002	0.00000000e+000	
4.61847899e-004	4.99565088e-002	4.99565088e-002	0.00000000e+000	
4.65123416e-004	4.99563607e-002	4.99563607e-002	0.00000000e+000	
4.68398933e-004	4.99562127e-002	4.99562127e-002	0.00000000e+000	
4.71674450e-004	4.99560647e-002	4.99560647e-002	0.00000000e+000	
4.74949967e-004	4.99559166e-002	4.99559166e-002	0.00000000e+000	
4.78225484e-004	4.99557686e-002	4.99557686e-002	0.00000000e+000	
4.81501001e-004	4.99556206e-002	4.99556206e-002	0.00000000e+000	
4.84776518e-004	4.99554725e-002	4.99554725e-002	0.00000000e+000	
4.88052035e-004	4.99553245e-002	4.99553245e-002	0.00000000e+000	
4.91327552e-004	4.99551765e-002	4.99551765e-002	0.00000000e+000	
4.94603069e-004	4.99550284e-002	4.99550284e-002	0.00000000e+000	
4.97878586e-004	4.99548804e-002	4.99548804e-002	0.00000000e+000	
5.01154103e-004	4.99547324e-002	4.99547324e-002	0.00000000e+000	
5.04429620e-004	4.99545843e-002	4.99545843e-002	0.00000000e+000	
5.07705137e-004	4.99544363e-002	4.99544363e-002	0.00000000e+000	
5.10980654e-004	4.99542883e-002	4.99542883e-002	0.00000000e+000	
5.14256171e-004	4.99541402e-002	4.99541402e-002	0.00000000e+000	
5.17531688e-004	4.99539922e-002	4.99539922e-002	0.00000000e+000	
5.20807205e-004	4.99538442e-002	4.99538442e-002	0.00000000e+000	
5.24082722e-004	4.99536961e-002	4.99536961e-002	0.00000000e+000	
5.27358239e-004	4.99535481e-002	4.99535481e-002	0.00000000e+000	
5.30633756e-004	4.99534001e-002	4.99534001e-002	0.00000000e+000	
5.33909273e-004	4.99532520e-002	4.99532520e-002	0.00000000e+000	
5.37184790e-004	4.99531040e-002	4.99531040e-002	0.00000000e+000	
5.40460307e-004	4.99529560e-002	4.99529560e-002	0.00000000e+000	
5.43735824e-004	4.99528079e-002	4.99528079e-002	0.00000000e+000	
5.47011341e-004	4.99526599e-002	4.99526599e-002	0.00000000e+000	
5.50286858e-004	4.99525119e-002	4.99525119e-002	0.00000000e+000	
5.53562375e-004	4.99523638e-002	4.99523638e-002	0.00000000e+000	
5.56837892e-004	4.99522158e-002	4.99522158e-002	0.00000000e+000	
5.60113409e-004	4.99520678e-002	4.99520678e-002	0.00000000e+000	
5.63388926e-004	4.99519297e-002	4.99519297e-002	0.00000000e+000	
5.66664443e-004	4.99518727e-002	4.99518727e-002	0.00000000e+000	
5.69939960e-004	4.99518157e-002	4.99518157e-002	0.00000000e+000	
5.73215477e-004	4.99517588e-002	4.99517588e-002	0.00000000e+000	
5.76490994e-004	4.99517018e-002	4.99517018e-002	0.00000000e+000	
5.79766511e-004	4.99516449e-002	4.99516449e-002	0.00000000e+000	
5.83042028e-004	4.99515879e-002	4.99515879e-002	0.00000000e+000	
5.86317545e-004	4.99515309e-002	4.99515309e-002	0.00000000e+000	
5.89593062e-004	4.99514740e-002	4.99514740e-002	0.00000000e+000	
5.92868579e-004	4.99514170e-002	4.99514170e-002	0.00000000e+000	
5.96144096e-004	4.99513601e-002	4.99513601e-002	0.00000000e+000	
5.99419613e-004	4.99513031e-002	4.99513031e-002	0.00000000e+000	
6.02695130e-004	4.99512462e-002	4.99512462e-002	0.00000000e+000	
6.05970647e-004	4.99511892e-002	4.99511892e-002	0.00000000e+000	
6.09246164e-004	4.99511322e-002	4.99511322e-002	0.00000000e+000	
6.12521681e-004	4.99510753e-002	4.99510753e-002	0.00000000e+000	
6.15797198e-004	4.99510183e-002	4.99510183e-002	0.00000000e+000	
6.19072715e-004	4.99509614e-002	4.99509614e-002	0.00000000e+000	
6.22348232e-004	4.99509044e-002	4.99509044e-002	0.00000000e+000	
6.25623749e-004	4.99508474e-002	4.99508474e-002	0.00000000e+000	
6.28899266e-004	4.99507905e-002	4.99507905e-002	0.00000000e+000	
6.32174783e-004	4.99507335e-002	4.99507335e-002	0.00000000e+000	
6.35450300e-004	4.99506766e-002	4.99506766e-002	0.00000000e+000	
6.38725817e-004	4.99506196e-002	4.99506196e-002	0.00000000e+000	
6.42001334e-004	4.99505627e-002	4.99505627e-002	0.00000000e+000	
6.45276851e-004	4.99505057e-002	4.99505057e-002	0.00000000e+000	
6.48552368e-004	4.99504487e-002	4.99504487e-002	0.00000000e+000	
6.51827885e-004	4.99504103e-002	4.99504103e-002	0.00000000e+000	
6.55103402e-004	4.99503998e-002	4.99503998e-002	0.00000000e+000	
6.58378919e-004	4.99503894e-002	4.99503894e-002	0.00000000e+000	
6.61654436e-004	4.99503789e-002	4.99503789e-002	0.00000000e+000	
6.64929953e-004	4.99503684e-002	4.99503684e-002	0.00000000e+000	
6.68205470e-004	4.99503580e-002	4.99503580e-002	0.00000000e+000	
6.71480987e-004	4.99503475e-002	4.99503475e-002	0.00000000e+000	
6.74756504e-004	4.99503371e-002	4.99503371e-002	0.00000000e+000	
